,hsname,devi
12,流通経済大学付属柏高等学校,64.0
13,麗澤高等学校,64.0
14,和歌山信愛高等学校,64.0
15,和洋国府台女子高等学校,64.0
16,八戸工業高等専門学校,64.0
17,八戸工業高等専門学校,64.0
18,八戸工業高等専門学校,64.0
19,八戸工業高等専門学校,64.0
0,仙台高等専門学校名取キャンパス,64.0
1,仙台高等専門学校名取キャンパス,64.0
2,福島工業高等専門学校,64.0
3,福島工業高等専門学校,64.0
4,福島工業高等専門学校,64.0
5,福島工業高等専門学校,64.0
6,福島工業高等専門学校,64.0
7,茨城工業高等専門学校,64.0
8,東京工業高等専門学校,64.0
9,東京工業高等専門学校,64.0
10,東京工業高等専門学校,64.0
11,東京工業高等専門学校,64.0
12,東京工業高等専門学校,64.0
13,豊田工業高等専門学校,64.0
14,豊田工業高等専門学校,64.0
15,豊田工業高等専門学校,64.0
16,大阪府立大学工業高等専門学校,64.0
17,神戸市立工業高等専門学校,64.0
18,呉工業高等専門学校,64.0
19,呉工業高等専門学校,64.0
0,呉工業高等専門学校,64.0
1,呉工業高等専門学校,64.0
2,富山高等専門学校射水キャンパス,64.0
3,札幌日本大学高等学校,64.0
4,北海高等学校,64.0
5,水城高等学校,64.0
6,千葉日本大学第一高等学校,64.0
7,白梅学園高等学校,63.0
8,昭和高等学校,63.0
9,豊橋東高等学校,63.0
10,横須賀高等学校,63.0
11,青森東高等学校,63.0
12,安城学園岡崎城西高等学校,63.0
13,金沢錦丘高等学校,63.0
14,出水中央高等学校,63.0
15,仁川学院高等学校,63.0
16,浦和学院高等学校,63.0
17,浦和学院高等学校,63.0
18,浦和学院高等学校,63.0
19,八幡浜高等学校,63.0
0,大阪府立東高等学校,63.0
1,大阪府立東高等学校,63.0
2,池田高等学校,63.0
3,和泉高等学校,63.0
4,八尾高等学校,63.0
5,大谷高等学校,63.0
6,大妻嵐山高等学校,63.0
7,観音寺第一高等学校,63.0
8,武岡台高等学校,63.0
9,春日部共栄高等学校,63.0
10,市ヶ尾高等学校,63.0
11,追浜高等学校,63.0
12,関西大学北陽高等学校,63.0
13,九州産業大学付属九州産業高等学校,63.0
14,京都産業大学附属高等学校,63.0
15,京都女子高等学校,63.0
16,近畿大学附属高等学校,63.0
17,近畿大学附属高等学校,63.0
18,近畿大学附属新宮高等学校,63.0
19,熊本北高等学校,63.0
0,熊本北高等学校,63.0
1,第一高等学校,63.0
2,国府台女子学院高等部,63.0
3,熊谷西高等学校,63.0
4,和光国際高等学校,63.0
5,唐津東高等学校,63.0
6,致遠館高等学校,63.0
7,桜丘高等学校,63.0
8,札幌光星高等学校,63.0
9,東大津高等学校,63.0
10,榛原高等学校,63.0
11,三島北高等学校,63.0
12,大田高等学校,63.0
13,城西大学付属川越高等学校,63.0
14,常翔啓光学園高等学校,63.0
15,昌平高等学校,63.0
16,須磨学園高等学校,63.0
17,成城学園高等学校,63.0
18,崇徳高等学校,63.0
19,佐原高等学校,63.0
0,成田国際高等学校,63.0
1,成田国際高等学校,63.0
2,成東高等学校,63.0
3,千葉英和高等学校,63.0
4,土浦日本大学高等学校,63.0
5,東海大学付属大阪仰星高等学校,63.0
6,都立城東高等学校,63.0
7,白鴎高等学校,63.0
8,東北学院高等学校,63.0
9,東明館高等学校,63.0
10,東明館高等学校,63.0
11,富岡東高等学校,63.0
12,栃木女子高等学校,63.0
13,鳥取西高等学校,63.0
14,朋優学院高等学校,63.0
15,諫早高等学校,63.0
16,島原高等学校,63.0
17,松本県ヶ丘高等学校,63.0
18,奈良市立一条高等学校,63.0
19,三条高等学校,63.0
0,西宮市立西宮東高等学校,63.0
1,日本大学藤沢高等学校,63.0
2,初芝富田林高等学校,63.0
3,初芝橋本高等学校,63.0
4,初芝立命館高等学校,63.0
5,花咲徳栄高等学校,63.0
6,花咲徳栄高等学校,63.0
7,日出学園高等学校,63.0
8,比治山女子高等学校,63.0
9,川西緑台高等学校,63.0
10,宝塚北高等学校,63.0
11,北摂三田高等学校,63.0
12,広島国泰寺高等学校,63.0
13,広島国泰寺高等学校,63.0
14,安古市高等学校,63.0
15,香住丘高等学校,63.0
16,京都高等学校,63.0
17,戸畑高等学校,63.0
18,福岡中央高等学校,63.0
19,宗像高等学校,63.0
0,郡山高等学校,63.0
1,相馬高等学校,63.0
2,福島南高等学校,63.0
3,藤枝明誠高等学校,63.0
4,武南高等学校,63.0
5,旭川北高等学校,63.0
6,札幌月寒高等学校,63.0
7,本庄第一高等学校,63.0
8,伊勢高等学校,63.0
9,川越高等学校,63.0
10,神戸高等学校,63.0
11,四日市南高等学校,63.0
12,宮城学院高等学校,63.0
13,安田女子高等学校,63.0
14,寒河江高等学校,63.0
15,鶴岡南高等学校,63.0
16,甲府西高等学校,63.0
17,祐誠高等学校,63.0
18,横浜市立金沢高等学校,63.0
19,履正社高等学校,63.0
0,苫小牧工業高等専門学校,63.0
1,木更津工業高等専門学校,63.0
2,木更津工業高等専門学校,63.0
3,木更津工業高等専門学校,63.0
4,木更津工業高等専門学校,63.0
5,木更津工業高等専門学校,63.0
6,豊田工業高等専門学校,63.0
7,豊田工業高等専門学校,63.0
8,有明工業高等専門学校,63.0
9,都城工業高等専門学校,63.0
10,都城工業高等専門学校,63.0
11,都城工業高等専門学校,63.0
12,都城工業高等専門学校,63.0
13,仙台高等専門学校広瀬キャンパス,63.0
14,麻布大学附属高等学校,63.0
15,豊島学院高等学校,63.0
16,八王子高等学校,62.0
17,刈谷北高等学校,62.0
18,江南高等学校,62.0
19,天白高等学校,62.0
0,青森南高等学校,62.0
1,五所川原高等学校,62.0
2,八戸東高等学校,62.0
3,秋田北高等学校,62.0
4,秋田中央高等学校,62.0
5,横手高等学校,62.0
6,足立学園高等学校,62.0
7,郁文館高等学校,62.0
8,七尾高等学校,62.0
9,七尾高等学校,62.0
10,下妻第一高等学校,62.0
11,水海道第一高等学校,62.0
12,水戸桜ノ牧高等学校,62.0
13,上宮高等学校,62.0
14,松山北高等学校,62.0
15,大分西高等学校,62.0
16,大分豊府高等学校,62.0
17,大垣日本大学高等学校,62.0
18,大阪女学院高等学校,62.0
19,今宮高等学校,62.0
0,清水谷高等学校,62.0
1,三島高等学校,62.0
2,岡山高等学校,62.0
3,岡山一宮高等学校,62.0
4,球陽高等学校,62.0
5,尾道高等学校,62.0
6,加治木高等学校,62.0
7,武岡台高等学校,62.0
8,加藤学園暁秀高等学校,62.0
9,岐山高等学校,62.0
10,岐阜聖徳学園高等学校,62.0
11,九州学院高等学校,62.0
12,共愛学園高等学校,62.0
13,暁星国際高等学校,62.0
14,南陽高等学校,62.0
15,洛北高等学校,62.0
16,近畿大学附属広島高等学校 福山校,62.0
17,熊本北高等学校,62.0
18,熊本マリスト学園高等学校,62.0
19,桐生高等学校,62.0
0,渋川女子高等学校,62.0
1,慶進高等学校,62.0
2,啓明学院高等学校,62.0
3,佼成学園高等学校,62.0
4,春日部女子高等学校,62.0
5,さいたま市立浦和南高等学校,62.0
6,致遠館高等学校,62.0
7,相模女子大学高等部,62.0
8,札幌大谷高等学校,62.0
9,佐野日本大学高等学校,62.0
10,山村学園高等学校,62.0
11,虎姫高等学校,62.0
12,八日市高等学校,62.0
13,静岡学園高等学校,62.0
14,伊豆中央高等学校,62.0
15,掛川西高等学校,62.0
16,浜松南高等学校,62.0
17,静岡市立高等学校,62.0
18,静岡市立高等学校,62.0
19,実践学園高等学校,62.0
0,実践学園高等学校,62.0
1,芝浦工業大学附属高等学校,62.0
2,益田高等学校,62.0
3,正智深谷高等学校,62.0
4,樟南高等学校,62.0
5,仁愛女子高等学校,62.0
6,杉並学院高等学校,62.0
7,鈴鹿高等学校,62.0
8,星城高等学校,62.0
9,聖望学園高等学校,62.0
10,京都聖母学院高等学校,62.0
11,専修大学松戸高等学校,62.0
12,多治見西高等学校,62.0
13,千葉西高等学校,62.0
14,千葉日本大学第一高等学校,62.0
15,帝京大学可児高等学校,62.0
16,東京学館高等学校,62.0
17,東京電機大学高等学校,62.0
18,都立昭和高等学校,62.0
19,文京高等学校,62.0
0,南平高等学校,62.0
1,東京農業大学第三高等学校,62.0
2,東京農業大学第二高等学校,62.0
3,東洋高等学校,62.0
4,池田高等学校,62.0
5,大村高等学校,62.0
6,佐世保北高等学校,62.0
7,長崎北高等学校,62.0
8,伊那北高等学校,62.0
9,高田高等学校,62.0
10,奈良北高等学校,62.0
11,二松學舍大学附属柏高等学校,62.0
12,日本大学豊山女子高等学校,62.0
13,浜松日体高等学校,62.0
14,東筑紫学園高等学校,62.0
15,東福岡高等学校,62.0
16,姫路市立姫路高等学校,62.0
17,姫路飾西高等学校,62.0
18,平塚学園高等学校,62.0
19,広島城北高等学校,62.0
0,広島市立舟入高等学校,62.0
1,久留米高等学校,62.0
2,新宮高等学校,62.0
3,筑前高等学校,62.0
4,八幡高等学校,62.0
5,福岡女学院高等学校,62.0
6,福岡大学附属大濠高等学校,62.0
7,福岡雙葉高等学校,62.0
8,福岡雙葉高等学校,62.0
9,福岡舞鶴高等学校,62.0
10,磐城桜が丘高等学校,62.0
11,福島東高等学校,62.0
12,文徳高等学校,62.0
13,北陸学園北陸高等学校,62.0
14,北広島高等学校,62.0
15,北見北斗高等学校,62.0
16,札幌啓成高等学校,62.0
17,三重高等学校,62.0
18,泉高等学校,62.0
19,仙台南高等学校,62.0
0,宮城野高等学校,62.0
1,延岡高等学校,62.0
2,武庫川女子大学附属高等学校,62.0
3,桃山学院高等学校,62.0
4,桃山学院高等学校,62.0
5,酒田東高等学校,62.0
6,長井高等学校,62.0
7,防府高等学校,62.0
8,甲府南高等学校,62.0
9,八女学院高等学校,62.0
10,横浜市立桜丘高等学校,62.0
11,米子永島学園米子松蔭高等学校,62.0
12,早稲田摂陵高等学校,62.0
13,函館工業高等専門学校,62.0
14,函館工業高等専門学校,62.0
15,函館工業高等専門学校,62.0
16,小山工業高等専門学校,62.0
17,小山工業高等専門学校,62.0
18,小山工業高等専門学校,62.0
19,小山工業高等専門学校,62.0
0,福井工業高等専門学校,62.0
1,福井工業高等専門学校,62.0
2,福井工業高等専門学校,62.0
3,福井工業高等専門学校,62.0
4,福井工業高等専門学校,62.0
5,舞鶴工業高等専門学校,62.0
6,舞鶴工業高等専門学校,62.0
7,舞鶴工業高等専門学校,62.0
8,舞鶴工業高等専門学校,62.0
9,神戸市立工業高等専門学校,62.0
10,阿南工業高等専門学校,62.0
11,香川高等専門学校高松キャンパス,62.0
12,香川高等専門学校高松キャンパス,62.0
13,香川高等専門学校高松キャンパス,62.0
14,香川高等専門学校高松キャンパス,62.0
15,青翔開智高等学校,62.0
16,熊本高等専門学校八代キャンパス,62.0
17,熊本高等専門学校八代キャンパス,62.0
18,熊本高等専門学校八代キャンパス,62.0
19,長野西高等学校,62.0
0,開志国際高等学校,62.0
1,日本大学櫻丘高等学校,62.0
2,親和女子高等学校,62.0
3,育英西高等学校,62.0
4,八女学院高等学校,62.0
5,一宮興道高等学校,61.0
6,春日井高等学校,61.0
7,知立東高等学校,61.0
8,弘前中央高等学校,61.0
9,旭川龍谷高等学校,61.0
10,遺愛女子高等学校,61.0
11,茨城キリスト教学園高等学校,61.0
12,宇都宮短期大学附属高等学校,61.0
13,宇部フロンティア大学付属香川高等学校,61.0
14,浦和実業学園高等学校,61.0
15,新居浜西高等学校,61.0
16,愛媛大学附属高等学校,61.0
17,追手門学院大手前高等学校,61.0
18,桜美林高等学校,61.0
19,大阪府立いちりつ高等学校,61.0
0,大阪府立いちりつ高等学校,61.0
1,北千里高等学校,61.0
2,箕面高等学校,61.0
3,倉敷南高等学校,61.0
4,津山高等学校,61.0
5,那覇国際高等学校,61.0
6,沖縄尚学高等学校,61.0
7,坂出高等学校,61.0
8,高松桜井高等学校,61.0
9,高松商業高等学校,61.0
10,国分高等学校,61.0
11,鹿児島純心女子高等学校,61.0
12,海老名高等学校,61.0
13,大船高等学校,61.0
14,秦野高等学校,61.0
15,弥栄高等学校,61.0
16,川崎医科大学附属高等学校,61.0
17,関西大倉高等学校,61.0
18,可児高等学校,61.0
19,岐阜東高等学校,61.0
0,暁星国際高等学校,61.0
1,嵯峨野高等学校,61.0
2,西舞鶴高等学校,61.0
3,近畿大学附属広島高等学校 東広島校,61.0
4,敬愛高等学校,61.0
5,神戸市立葺合高等学校,61.0
6,神戸龍谷高等学校,61.0
7,金光八尾高等学校,61.0
8,伊奈学園総合高等学校,61.0
9,春日部東高等学校,61.0
10,川越南高等学校,61.0
11,越谷南高等学校,61.0
12,所沢高等学校,61.0
13,さいたま市立大宮北高等学校,61.0
14,龍谷高等学校,61.0
15,作新学院高等学校,61.0
16,札幌日本大学高等学校,61.0
17,佐野日本大学高等学校,61.0
18,草津東高等学校,61.0
19,米原高等学校,61.0
0,松江南高等学校,61.0
1,順天高等学校,61.0
2,常翔学園高等学校,61.0
3,椙山女学園高等学校,61.0
4,駿台甲府高等学校,61.0
5,聖ウルスラ学院英智高等学校,61.0
6,清風高等学校,61.0
7,西武台高等学校,61.0
8,専修大学附属高等学校,61.0
9,拓殖大学第一高等学校,61.0
10,匝瑳高等学校,61.0
11,津田沼高等学校,61.0
12,成東高等学校,61.0
13,松戸国際高等学校,61.0
14,千葉商科大学付属高等学校,61.0
15,中京大学附属中京高等学校,61.0
16,筑紫女学園高等学校,61.0
17,帝塚山学院高等学校,61.0
18,東海大学山形高等学校,61.0
19,都立上野高等学校,61.0
0,狛江高等学校,61.0
1,多摩科学技術高等学校,61.0
2,東邦高等学校,61.0
3,東洋大学附属牛久高等学校,61.0
4,脇町高等学校,61.0
5,富岡西高等学校,61.0
6,豊島学院高等学校,61.0
7,宇都宮中央高等学校,61.0
8,大田原高等学校,61.0
9,呉羽高等学校,61.0
10,長崎日本大学高等学校,61.0
11,長崎南山高等学校,61.0
12,飯田高等学校,61.0
13,飯山高等学校,61.0
14,須坂高等学校,61.0
15,野沢北高等学校,61.0
16,松本蟻ヶ崎高等学校,61.0
17,名古屋市立名東高等学校,61.0
18,名古屋大学教育学部附属高等学校,61.0
19,浪速高等学校,61.0
0,奈良育英高等学校,61.0
1,国際情報高等学校,61.0
2,国際情報高等学校,61.0
3,新発田高等学校,61.0
4,新潟中央高等学校,61.0
5,日本大学三島高等学校,61.0
6,日本大学第一高等学校,61.0
7,野田学園高等学校,61.0
8,東九州龍谷高等学校,61.0
9,目黒日本大学高等学校,61.0
10,明石北高等学校,61.0
11,加古川西高等学校,61.0
12,豊岡高等学校,61.0
13,姫路飾西高等学校,61.0
14,海田高等学校,61.0
15,広高等学校,61.0
16,プール学院高等学校,61.0
17,嘉穂高等学校,61.0
18,筑紫中央高等学校,61.0
19,郡山東高等学校,61.0
0,福島成蹊高等学校,61.0
1,福山暁の星女子高等学校,61.0
2,文化学園長野高等学校,61.0
3,報徳学園高等学校,61.0
4,細田学園高等学校,61.0
5,帯広三条高等学校,61.0
6,北海道栄高等学校,61.0
7,本庄東高等学校,61.0
8,松商学園高等学校,61.0
9,桑名高等学校,61.0
10,津西高等学校,61.0
11,三田学園高等学校,61.0
12,宮城学院高等学校,61.0
13,宮城学院高等学校,61.0
14,宮崎西高等学校,61.0
15,武蔵野大学高等学校,61.0
16,武蔵野大学高等学校,61.0
17,名城大学附属高等学校,61.0
18,目黒学院高等学校,61.0
19,鳥取城北高等学校,61.0
0,寒河江高等学校,61.0
1,山形中央高等学校,61.0
2,岩国高等学校,61.0
3,横浜市立南高等学校,61.0
4,龍谷大学付属平安高等学校,61.0
5,海星高等学校,61.0
6,旭川工業高等専門学校,61.0
7,旭川工業高等専門学校,61.0
8,旭川工業高等専門学校,61.0
9,旭川工業高等専門学校,61.0
10,産業技術高等専門学校,61.0
11,新居浜工業高等専門学校,61.0
12,新居浜工業高等専門学校,61.0
13,新居浜工業高等専門学校,61.0
14,新居浜工業高等専門学校,61.0
15,新居浜工業高等専門学校,61.0
16,沖縄工業高等専門学校,61.0
17,沖縄工業高等専門学校,61.0
18,沖縄工業高等専門学校,61.0
19,沖縄工業高等専門学校,61.0
0,富山高等専門学校射水キャンパス,61.0
1,香川高等専門学校詫間キャンパス,61.0
